0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.5794566872907962,-0.5710017181092303,-0.5605482345951438,-0.5476135153215677,-0.531605599380788,-0.5118050367979262,-0.4873481151065785,-0.457215437732862,-0.4202324344812872,-0.37509237657196903,-0.3204180142081846,-0.2548850721770166,-0.17743882009538037,-0.08764174679871573,0.013808371382084017,0.1243622746934464,0.2387112941335765,0.347759350112703,0.4376421241221399,0.4890644676613485,0.4772881059244012,0.3730512632958003,0.144497967471803,-0.24011496876063343,-0.8094057940823074
-0.5834744240796714,-0.5759642130819798,-0.5666851092846183,-0.5552078768552172,-0.5410040793971248,-0.5234280151051013,-0.5016987688470752,-0.4748851766970782,-0.44189862929274004,-0.40150187031686824,-0.352346593776275,-0.2930589101121891,-0.22239938890611877,-0.13953223135870885,-0.04444319083565007,0.06145741839752483,0.1745304972832108,0.28793363703287356,0.3905868573701583,0.4662927519544877,0.4933181501672702,0.44476469484931636,0.28993933653982007,-0.0033278676508818883,-0.4657791807986915
-0.5872930396134749,-0.5806764218029231,-0.5725086899450958,-0.5624121743838981,-0.5499202972292785,-0.534460198952485,-0.515334486001855,-0.49170400773432954,-0.46257519553470705,-0.426798024604337,-0.38308441599616994,-0.3300621811522685,-0.2663864843122914,-0.19093874750016282,-0.1031501360939544,-0.0034893593023619385,0.10585432622705071,0.22009176787464446,0.3308169292113343,0.42500238586233186,0.48426266424467523,0.48471327376098505,0.39772547531696656,0.1916978172412076,-0.16533541948723895
-0.5909109838863157,-0.5851358781494493,-0.5780150560319076,-0.5692201813216913,-0.5583443778750469,-0.5448859600501993,-0.5282306084439863,-0.5076331927714192,-0.4822016350765861,-0.4508871104273766,-0.4124878022811638,-0.36567769402067907,-0.30907772669111944,-0.24139401767944058,-0.16165581060501966,-0.06959201232553713,0.03381530043391401,0.14557701234136078,0.25975875657101954,0.36644580170286867,0.45079813737779817,0.49248338391862145,0.4658206231533619,0.34089061652204133,0.08563703605813888
-0.5943267694658062,-0.5893402245137446,-0.5832004702874442,-0.575625974075914,-0.56626693755193,-0.554690451044423,-0.5403636929123122,-0.5226358347039453,-0.5007201456015927,-0.4736791603564289,-0.4404179448838006,-0.3996937745016017,-0.350155248731454,-0.2904301987281561,-0.21928942450412447,-0.13592109664514151,-0.04035552275372856,0.06592380720620483,0.17916808708390664,0.29238346123917336,0.394298127169735,0.46849470989891595,0.4930177263851494,0.44078184056595193,0.2809838283600915
-0.5975389718245252,-0.5932872127739905,-0.5880613811507744,-0.5816239375844177,-0.5736790958783529,-0.5638596315551315,-0.551711565480166,-0.5366769892588742,-0.5180758462866807,-0.49508841526591263,-0.46674177201105616,-0.4319058967912631,-0.38930867010687764,-0.3375840738528144,-0.2753745943091299,-0.20151669296820696,-0.11534569434634845,-0.017159956354821482,0.09112266169451932,0.20510944069574455,0.3169275268800793,0.4142054537523794,0.4792835996809529,0.4889761517386474,0.4151962595979921
-0.6005462296553183,-0.5969747052155695,-0.5925944250381375,-0.5872087705494872,-0.5805724873859436,-0.5723802928126484,-0.5622533732295762,-0.5497237715835619,-0.5342169942339329,-0.515033756621662,-0.4913327952473262,-0.4621183078202118,-0.42623812488452784,-0.382402495481726,-0.3292386731488217,-0.2654033885139322,-0.18978324346908615,-0.10182024805430734,-0.002002207016958746,0.10745140298937417,0.22170755050457824,0.3323015390643407,0.42613427885137645,0.48474167821926184,0.48416448856677186
-0.603347245170344,-0.6004006754015362,-0.5967964284912736,-0.592375490358343,-0.5869392723328575,-0.5802400808079097,-0.5719696328989073,-0.561745456947838,-0.5490951900772318,-0.5334391203953605,-0.5140719297858863,-0.49014562251515736,-0.4606572931805756,-0.4244479796938033,-0.3802226865572633,-0.32660704202644886,-0.26226301911192973,-0.18609411345029225,-0.09757745284361186,0.0027375498671575738,0.11253419121949382,0.22683860020113622,0.3369982816068817,0.4296853650189766,0.48618567967654336
-0.6059407843837966,-0.6035632089916416,-0.6006644101907126,-0.5971194376807178,-0.5927721467895835,-0.5874275178753218,-0.5808422762818849,-0.5727135749683413,-0.5626655712313233,-0.5502338887274019,-0.5348482779235455,-0.5158143672732116,-0.49229638516597485,-0.4633043401508611,-0.4276916501588608,-0.3841729372758659,-0.33137695111581833,-0.2679564280909852,-0.19278462547271746,-0.10527553885906626,-0.005867571263747817,0.10329806221840587,0.2175020734811285,0.3284319661501648,0.42317480202908075
-0.6083256773782316,-0.6064605045092235,-0.604195582831271,-0.6014362807344916,-0.5980643519702218,-0.5939320226314883,-0.5888546921674486,-0.5826019967920893,-0.5748869913107464,-0.5653532555685384,-0.5535598663881706,-0.538964448682835,-0.5209050233221325,-0.49858223945926605,-0.47104500941743477,-0.4371848166670309,-0.3957473607900799,-0.3453750518227966,-0.2847003329032053,-0.21251757303490015,-0.12806896723601435,-0.03148426320190223,0.07559077605554587,0.18916536197931544,0.3019133609071374
