0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
-1.4065884554981538,-1.336133234078601,-1.2776756058306138,-1.2279696147938675,-1.1849577864100955,-1.1472586831316047,-1.1139028561489666,-1.0841857684999416,-1.0575805799448423,-1.0336838534794006,-1.0121803414865687,-0.9928193611391929,-0.9753984537883901,-0.9597518138359609,-0.9457419060211113,-0.933253272330726,-0.9221878764376251,-0.9124615573915089,-0.9040012712014709,-0.8967429380853502,-0.8906297312280218,-0.8856107049242019,-0.8816396827537403,-0.8786743473304304,-0.8766754956390634,-0.8756064068420912,-0.8754323241860456,-0.8761200121828819,-0.8776373782796972,-0.87995315170713,-0.883036604795411,-0.8868573100361655,-0.8913849292556089,-0.8965890284194152,-0.902438912354623,-0.9089034772996656,-0.9159510846672839,-0.9235494422292372,-0.9316655013969459,-0.9402653635214574,-0.9493141972527461,-0.9587761646568154,-0.9686143565951458,-0.9787907364416604,-0.9892660926600209,-1.0000000000000002,-1.0109507898346022,-1.0220755301950188,-1.033330016053733,-1.0446687699926342,-1.056045055979701,-1.0674109050234546,-1.078717154180195,-1.0899135037295997,-1.100948587800882,-1.1117700625263442,-1.1223247187251115,-1.1325586088889334,-1.1424171966158183,-1.1518455378401478,-1.1607884750641353,-1.1691908591634919,-1.1769978099597291,-1.1841549848619781,-1.1906088793380698,-1.1963071706433037,-1.201199059949563,-1.205235647818023,-1.2083703517508262,-1.2105593078983308,-1.2117618019281906,-1.2119407313938029,-1.2110630393568325,-1.209100153675346,-1.206028434545001,-1.201829601793285,-1.1964911276048757,-1.1900065985940864,-1.1823760341570482,-1.173606160175006,-1.1637106253866896,-1.1527101217629625,-1.1406324752586892,-1.1275125928321157,-1.113392377019443,-1.0983205159250042,-1.0823521570799008,-1.0655485721229958,-1.0479766355753908,-1.0297082501119363,-1.0108196946086165,-0.9913909331549782,-0.9715048078797084,-0.9512462284408141,-0.9307013099707637
-1.3753617064183792,-1.3057851919320034,-1.2480525063741965,-1.1989702893741714,-1.1565140399472136,-1.119324257286174,-1.0864467697041758,-1.0571880692211262,-1.031029514080654,-1.0075739095958203,-0.9865108566950944,-0.9675935015347381,-0.9506224524107882,-0.9354343897386632,-0.9218938139614508,-0.90988694870736,-0.8993171575110764,-0.8901014523566244,-0.8821677784031634,-0.8754528947302169,-0.8699006899514801,-0.865460831999489,-0.8620876739614027,-0.8597393583967681,-0.8583770844198915,-0.8579644858821636,-0.8584671213270485,-0.8598520380904753,-0.862087399744287,-0.8651421694849843,-0.868985835125351,-0.8735881690014179,-0.8789190190963598,-0.8849481250281364,-0.8916449532735664,-0.8989785495375435,-0.9069174113177814,-0.9154293674956027,-0.9244814730630779,-0.9340399122300524,-0.9440699117407112,-0.9545356622011637,-0.965400247816476,-0.976625583662821,-0.9881723609410702,-1.0000000000000002,-1.0120666116181596,-1.024328967086993,-1.0367424776617287,-1.0492611836166077,-1.0618377554240401,-1.0744235061605056,-1.086968416638849,-1.099421177746103,-1.1117292460767558,-1.1238389167796083,-1.135695420267437,-1.1472430338354722,-1.1584252160042312,-1.1691847727142584,-1.1794640381453014,-1.189205084369413,-1.198349971148612,-1.206841006533658,-1.2146210420445165,-1.2216338145284886,-1.2278242899570009,-1.2331390453984172,-1.2375266991901173,-1.240938328651143,-1.243327924417764,-1.2446528853576106,-1.2448744869902924,-1.2439583639348863,-1.2418750110052912,-1.2386002679508115,-1.2341157793811455,-1.228409424388319,-1.2214757130014557,-1.2133161408063653,-1.2039394862275592,-1.1933620181285656,-1.1816076661395385,-1.1687080507001035,-1.1547024720850514,-1.1396377681589405,-1.1235680476475207,-1.1065544029185594,-1.088664422183589,-1.0699716355389994,-1.050554865263492,-1.030497524017064,-1.0098867757978778,-0.9888126810728695,-0.9673672707882415
-1.3448331657866646,-1.2761517889554799,-1.2191612185159686,-1.1707200805298816,-1.1288364491784402,-1.0921724763454683,-1.059789050306473,-1.0310035166998501,-1.005305284456207,-0.9823032725987235,-0.96169181606093,-0.9432277863096901,-0.9267147637045162,-0.9119918272508521,-0.8989254322591266,-0.8874034091774561,-0.8773304522219606,-0.868624682548194,-0.8612149759561534,-0.855038877053789,-0.8500409416830499,-0.8461714083341039,-0.8433851216500399,-0.8416406513363854,-0.8408995710421596,-0.8411258469513573,-0.8422853358664275,-0.8443453563084168,-0.8472743218283809,-0.8510414290583811,-0.8556163865176625,-0.8609691775265254,-0.8670698534739439,-0.873888351209701,-0.8813943290238924,-0.8895570191184069,-0.898345099309581,-0.9077265713810021,-0.9176686536650147,-0.928137681395854,-0.939099016466864,-0.9505169644842963,-0.9623546994149498,-0.9745741949925721,-0.9871361632524994,-1.0000000000000002,-1.0131237376612388,-1.026464006033797,-1.0399760015043684,-1.0536134650458715,-1.067328671308572,-1.081072428198254,-1.0947940884437806,-1.108441577291475,-1.121961433160894,-1.1352988650014884,-1.1483978326136266,-1.161201142219059,-1.173650564721454,-1.1856869854821401,-1.1972505700313525,-1.2082809594346324,-1.2187175065990283,-1.2284995258545877,-1.2375665793092383,-1.2458588125449017,-1.2533172957571734,-1.2598844072669713,-1.265504270524736,-1.2701231824420849,-1.273690085209857,-1.2761570870971297,-1.277479959904947,-1.2776186587533975,-1.2765378707514503,-1.2742075519648872,-1.2706034501498742,-1.2657075986403123,-1.2595087886128487,-1.252003003567936,-1.2431937979826275,-1.2330925947170457,-1.2217189383117268,-1.2091006144216185,-1.1952737202032537,-1.1802825990195451,-1.1641796442119121,-1.147025070461817,-1.128886472736069,-1.1098383063158237,-1.0899612525008426,-1.0693415183759503,-1.0480699785605392,-1.0262412868794186,-1.0039528960505568
-1.3149872221464436,-1.2472153888321305,-1.1909820721374311,-1.143197278862374,-1.1019012653558065,-1.0657775589877934,-1.0339018987857502,-1.0056023174611786,-0.9803761363496414,-0.9578382696493161,-0.9376876822717111,-0.919684878172434,-0.9036363259880429,-0.8893834271408628,-0.8767945222932387,-0.8657589852017827,-0.8561827828030084,-0.8479850927115167,-0.8410956736648354,-0.8354528129527589,-0.831001695539447,-0.8276930970235741,-0.8254823247507448,-0.8243283512696538,-0.8241931049983205,-0.8250408691941251,-0.8268377881819388,-0.8295514454729669,-0.8331505029778783,-0.8376043937825273,-0.8428830548494906,-0.8489566930432917,-0.8557955806783766,-0.8633698744822078,-0.8716494525285403,-0.8806037670408837,-0.8902017155165629,-0.9004115181466459,-0.9112006086103936,-0.9225355320670949,-0.9343818517937574,-0.9467040624417365,-0.9594655101139826,-0.9726283184576549,-0.986153321065678,-1.0000000000000002,-1.014126430839851,-1.0284892347375805,-1.0430435380383245,-1.0577429398303204,-1.072539489537828,-1.087383674198829,-1.1022244169138984,-1.1170090902635756,-1.1316835422062872,-1.1461921380038098,-1.1604778240329985,-1.1744822069509626,-1.1881456552498475,-1.2014074316633798,-1.2142058425188813,-1.2264784171717102,-1.238162128662616,-1.2491936298377488,-1.2595095279053588,-1.2690467102965441,-1.277742679351348,-1.285535932937334,-1.2923664030357855,-1.2981758896918225,-1.302908544660501,-1.306511411684376,-1.308934947290422,-1.310133572027241,-1.3100662604973192,-1.3086971249586659,-1.3059959958169776,-1.3019389757609074,-1.296508984533515,-1.2896962710914273,-1.2814988728866576,-1.2719230041741196,-1.260983394394931,-1.2487035018131603,-1.2351156708624118,-1.220261151708872,-1.2041899844322907,-1.1869608386189157,-1.1686406316689775,-1.1493040556097633,-1.1290329713264318,-1.107915722483705,-1.086046271254777,-1.0635232881683132,-1.0404491281213089
-1.2858086131024906,-1.2189588270874285,-1.1634959996800398,-1.11638091617599,-1.0756856272534092,-1.0401147649772102,-1.0087587172809191,-0.9809560455002346,-0.9562118537603553,-0.9341469420065658,-0.9144648105401969,-0.8969295126583375,-0.8813503313129305,-0.8675709240650936,-0.855461457303773,-0.8449127943964154,-0.8358321267080072,-0.82813964505779,-0.8217659526020042,-0.816650045315234,-0.8127377076335712,-0.8099802268203626,-0.8083333515705247,-0.8077564399157022,-0.8082117616108659,-0.809663907404001,-0.812079303377039,-0.8154257960563092,-0.8196722975163194,-0.8247884828985739,-0.8307445270461258,-0.8375108737019896,-0.8450580334317999,-0.8533564042824785,-0.8623761098255656,-0.8720868524809383,-0.882457784303895,-0.8934573837363282,-0.9050533449317345,-0.9172124737387686,-0.9299005916207372,-0.9430824455556825,-0.9567216240290275,-0.9707804783355573,-0.9852200494102692,-1.0000000000000002,-1.0150785525296662,-1.0304124331047062,-1.0459568221844373,-1.0616653123294097,-1.077489874936875,-1.0933808358175547,-1.10928686106849,-1.1251549567057513,-1.140930480178481,-1.1565571671097477,-1.1719771787092792,-1.187131164436175,-1.2019583465255006,-1.2163966344343642,-1.2303827569591053,-1.243852424512302,-1.2567405324603522,-1.268981381809001,-1.280508939498036,-1.2912571513218487,-1.3011602668653883,-1.3101532133123748,-1.3181720309031277,-1.3251543079105876,-1.331039670835953,-1.3357703380892512,-1.3392916585994858,-1.341552688654417,-1.3425068169955574,-1.3421123892315643,-1.3403333405571776,-1.3371398055408457,-1.3325087312674884,-1.3264244640308536,-1.318879287439564,-1.309873901373702,-1.299417846378463,-1.2875298148250687,-1.274237899526832,-1.259579704768371,-1.2436023195582133,-1.2263622341933962,-1.207925029706351,-1.1883649636815439,-1.167764405918306,-1.1462131791348789,-1.123807702199684,-1.1006500703683582,-1.0768469991570973
-1.2572824175161494,-1.1913653968231608,-1.136684514298623,-1.0902507348923418,-1.0501675206585224,-1.015160343536259,-0.9843340453032318,-0.9570375648655621,-0.932783667379533,-0.9111989373076755,-0.8919913241917203,-0.8749283561144243,-0.859822065048282,-0.8465183070860257,-0.8348890233267756,-0.8248265215362799,-0.8162391775193882,-0.8090481601114503,-0.803184886145683,-0.7985890337229855,-0.7952069641543479,-0.7929904575474085,-0.7918956887446895,-0.7918823895401461,-0.7929131626825716,-0.794952901330398,-0.7979683114380498,-0.8019275037972298,-0.806799644987676,-0.812554659625222,-0.8191629709354611,-0.8265952731558186,-0.8348223318956999,-0.8438148065837188,-0.8535430897451265,-0.8639771610017175,-0.8750864577299228,-0.8868397513739343,-0.8992050355844615,-0.9121494205128959,-0.9256390343796346,-0.9396389304249747,-0.9541129992708237,-0.9690238859255851,-0.98433291158022,-1.0000000000000002,-1.0159836088137992,-1.0322406660966348,-1.0487265127504484,-1.065394851106769,-1.0821977014740176,-1.0990853666587965,-1.1160064058713903,-1.132907621155706,-1.1497340550078492,-1.1664290023221089,-1.1829340416946206,-1.199189081693988,-1.2151324282819174,-1.2307008810031297,-1.2458298473081917,-1.2604534868062092,-1.2745048960323182,-1.2879163121420132,-1.3006193569367785,-1.3125453342575377,-1.3236255423413539,-1.3337916373940364,-1.3429760617379956,-1.3511124756388502,-1.3581362491765212,-1.3639850236366726,-1.3685992626293437,-1.3719228488148285,-1.373903737792295,-1.3744946173982857,-1.373653586793626,-1.3713448168699778,-1.367539226963281,-1.3622151421306323,-1.3553589073503478,-1.3469654556716715,-1.3370388184450428,-1.3255925359217986,-1.3126500002037673,-1.2982446630474493,-1.2824201055675055,-1.2652300395423879,-1.2467380788196585,-1.2270173956464498,-1.2061502102944197,-1.1842271710554728,-1.1613465186536671,-1.1376131695072673,-1.1131376397333277
-1.229394047875074,-1.1644188349546987,-1.110529688959561,-1.0647871589750206,-1.0253257400739684,-0.9908914847760495,-0.9606034998570188,-0.933820957460936,-0.9100641691061504,-0.8889654098898017,-0.8702369999575106,-0.8536498752206585,-0.8390187589927975,-0.8261916558599789,-0.8150422380799498,-0.8054642199122527,-0.7973671287153133,-0.7906730830025854,-0.7853142890996423,-0.7812310868991899,-0.7783703978441835,-0.7766844815161507,-0.7761299287174372,-0.7766668378317949,-0.778258140312421,-0.7808690301817449,-0.7844664943701498,-0.7890189116032988,-0.7944957091330529,-0.8008670696778687,-0.8081036759189915,-0.8161764861139107,-0.8250565369334883,-0.8347147677669268,-0.8451218613325777,-0.8562480984845846,-0.8680632289227022,-0.8805363472705428,-0.8936357802819844,-0.9073289797350926,-0.9215824219854792,-0.9363615123445479,-0.951630494233053,-0.9673523623526743,-0.9834887799550202,-1.0000000000000002,-1.016844790451994,-1.0339803640601808,-1.0513623130918563,-1.0689445494495984,-1.0866792517112978,-1.1045168192671002,-1.122405834908363,-1.1402930386977006,-1.1581233122630918,-1.175839676446014,-1.1933833069237245,-1.2106935643621677,-1.2277080448502127,-1.2443626577795122,-1.2605917220778609,-1.2763280918753992,-1.2915033218133511,-1.3060478525560726,-1.3198912369478424,-1.3329624197601426,-1.3451900350727535,-1.3565027566498384,-1.3668297151051259,-1.376100922820291,-1.3842477630363579,-1.391203553680867,-1.3969041059640848,-1.4012883354755021,-1.4042989387224851,-1.4058830813858028,-1.4059931177225453,-1.4045872962454515,-1.4016304946916693,-1.3970949432789086,-1.3909609114769617,-1.3832173628340336,-1.3738625498702948,-1.3629045247205924,-1.350361578291297,-1.3362625488703321,-1.3206469943633294,-1.3035652850965826,-1.285078466950384,-1.265257998893048,-1.244185308578623,-1.2219512238802896,-1.1986551721453655,-1.174404279385013,-1.1493122872622017
-1.202129242833575,-1.1381033089307981,-1.0850141364359622,-1.03997126627791,-1.0011398524917332,-0.967286273974122,-0.9375437193202145,-0.9112814556594528,-0.8880272325714064,-0.8674189284610565,-0.8491731621016323,-0.8330642169689015,-0.8189094567018601,-0.8065589909213265,-0.795888185938115,-0.7867921308684844,-0.7791814777863701,-0.7729792723366062,-0.7681184916536012,-0.7645401222670226,-0.7621916338388443,-0.7610257565085661,-0.7609994909059901,-0.762073298466994,-0.7642104382535244,-0.7673764063405766,-0.7715384739962924,-0.7766652933140255,-0.7827265596407526,-0.7896927231568993,-0.7975347372625801,-0.8062238373939459,-0.8157313463597331,-0.8260285005552654,-0.8370862919868696,-0.8488753239957506,-0.8613656821779213,-0.8745268104077863,-0.8883273973409245,-0.9027352681707268,-0.9177172824751342,-0.9332392363701556,-0.9492657688485535,-0.9657602715524874,-0.9826848019941883,-1.0000000000000002,-1.017665007572235,-1.0356373924635878,-1.053873075891812,-1.0723262648215313,-1.0909493901768004,-1.1096930512750482,-1.1285059677739229,-1.1473349416629033,-1.1661248288611876,-1.184818523143293,-1.2033569566113678,-1.2216791141327177,-1.2397220670648639,-1.2574210329677449,-1.274709453672321,-1.2915191020555512,-1.3077802273109491,-1.3234217214066208,-1.338371326134335,-1.3525558935111972,-1.365901666186036,-1.3783346120915376,-1.3897808274370398,-1.400166951368129,-1.4094206482456948,-1.4174711690691095,-1.4242499128276522,-1.4296910467064736,-1.4337321993321654,-1.4363151721408685,-1.4373866929664063,-1.4368991614440303,-1.4348114365400628,-1.4310896206611992,-1.4257078148094977,-1.4186488566491728,-1.4099049979915568,-1.3994785148800073,-1.3873822437040737,-1.3736399934063814,-1.3582868250428644,-1.3413692418009213,-1.3229451525133515,-1.303083700174342,-1.2818648948743916,-1.2593791087209114,-1.2357263234231435,-1.2110152584310279,-1.1853622941864774
-1.1754740599197602,-1.1124034039160784,-1.0601209901547952,-1.0157847622359437,-0.9775901631078062,-0.9443236485067159,-0.9151323108116872,-0.8893953793594385,-0.8666479391842653,-0.8465333904960205,-0.8287725845977036,-0.8131430981343724,-0.7994648898605966,-0.7875901366678345,-0.7773958673551243,-0.7687785196078112,-0.7616498485020308,-0.7559338091368588,-0.7515641353603648,-0.7484824494673351,-0.7466367613822771,-0.7459802664977746,-0.746470372387521,-0.7480679028735366,-0.7507364460113515,-0.7544418031949354,-0.7591515350552612,-0.764834573725081,-0.7714608908719074,-0.7790012138536994,-0.7874267779519177,-0.7967091083710103,-0.8068198280844869,-0.81773048599588,-0.8294124004422738,-0.8418365159299362,-0.8549732744042529,-0.8687924913794992,-0.8832632419448354,-0.8983537516233623,-0.9140312927952439,-0.9302620849478292,-0.9470111985646666,-0.9642424619049038,-0.9819183706252239,-1.0000000000000002,-1.0184469198802766,-1.0372171126334075,-1.0562668944462479,-1.0755508404054575,-1.0950217145519112,-1.1146304052915015,-1.134325867383658,-1.154055072757121,-1.173762970076974,-1.193392455578025,-1.2128843589946103,-1.2321774427832681,-1.2512084195402626,-1.2699119938463588,-1.2882209222768313,-1.306066101196638,-1.3233766916762204,-1.3400802663011833,-1.3561029961926896,-1.371369890737946,-1.3858050593847429,-1.3993320284432278,-1.411874127169828,-1.4233548892119,-1.433698524459449,-1.4428304736665845,-1.4506779681674309,-1.4571706542240759,-1.462241297294145,-1.4658265108197297,-1.4678675378875532,-1.4683110307031568,-1.4671098847286639,-1.4642240781220117,-1.4596214905415406,-1.4532787202335715,-1.445181841239876,-1.43532711122988,-1.42372160427359,-1.4103837282483618,-1.3953436152493617,-1.3786434134924077,-1.360337358698335,-1.3404917023865979,-1.319184432756455,-1.2965048443277634,-1.272552847019337,-1.2474381362348064,-1.2212791359334245
-1.149414868405737,-1.0873041104173007,-1.035833885853552,-0.9922099548224368,-0.9546576828575286,-0.9219833572569669,-0.8933478007948557,-0.8681400771439733,-0.8459025092554799,-0.8262839427909884,-0.8090094006500697,-0.7938597033749376,-0.7806573646600268,-0.7692565958074487,-0.759536061277925,-0.7513935255795798,-0.7447418293946919,-0.7395058236683953,-0.735619988667914,-0.7330265750955711,-0.7316741283944002,-0.7315163068026217,-0.7325109245253276,-0.734619169339758,-0.7378049615698914,-0.7420344127334484,-0.7472753790287305,-0.7534970801137788,-0.7606697726449685,-0.7687644709383792,-0.7777527029995526,-0.7876062956787968,-0.7982971850281317,-0.809797246437153,-0.8220781396697627,-0.835111166693236,-0.8488671434225717,-0.8633162761007738,-0.8784280469956871,-0.8941711045803536,-0.9105131587923959,-0.9274208796773289,-0.9448597991665051,-0.9627942152412274,-0.981187098376753,-1.0000000000000002,-1.0191929630484289,-1.0387244348185163,-1.0585511824393008,-1.0786282113636154,-1.0989086879163208,-1.1193438663515747,-1.1398830215652533,-1.1604733894450756,-1.181060115093345,-1.2015862112347235,-1.2219925302646268,-1.2422177488311967,-1.262198369443641,-1.281868744875208,-1.3011611203692397,-1.320005702546176,-1.338330763870064,-1.3560627694550882,-1.3731265434148021,-1.3894454869268942,-1.4049418201063595,-1.4195368791985596,-1.4331514834390906,-1.445706320703874,-1.4571224057250403,-1.4673216239522775,-1.476227285587662,-1.4837647494292936,-1.4898621327772523,-1.494451052159284,-1.4974674270476298,-1.4988522877275798,-1.498552649938631,-1.4965224038351392,-1.4927231912721064,-1.487125297040035,-1.479708482229295,-1.4704627871343465,-1.459389259419263,-1.446500577202462,-1.4318215526185853,-1.4153895292309102,-1.3972545675873427,-1.377479481051366,-1.3561396543911872,-1.3333226988506297,-1.3091278354265121,-1.2836651197405033,-1.2570544186142083
